gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B_cells	DC	EVT_1	EVT_2	Endo_F	Endo_L	Endo_M	GC	Granulocytes	HOFB	ILC3	M3	MO	NK	PV MMP11	PV MYH11	PV STEAP4	Plasma	SCT	T_cells	VCT	VCT_CCC	VCT_fusing	VCT_p	dDC	dEpi_lumenal	dEpi_secretory	dM1	dM2	dNK1	dNK2	dNK3	dS1	dS2	dS3	dT_cells	dT_regs	eEVT	fF1	fF2	iEVT	uSMC
SULT1E1	P49888	True	ST1E1_HUMAN	DHEAsulfate_bySULT1E1	CPI-CS06B596CD2	SULT1E1	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.001	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.008
SULT1E1	P49888	True	ST1E1_HUMAN	DHEAsulfate_bySULT1E1	CPI-CS0917E42F5	SULT1E1	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.001	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.008
SULT2A1	Q06520	True	ST2A1_HUMAN	DHEAsulfate_bySULT2A1	CPI-CS0FF565F1C	SULT2A1	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SULT2A1	Q06520	True	ST2A1_HUMAN	DHEAsulfate_bySULT2A1	CPI-CS04A65DD62	SULT2A1	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SULT2A1	Q06520	True	ST2A1_HUMAN	DHEAsulfate_bySULT2A1	CPI-CS0006C277B	SULT2A1	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP21A2	P08686	True	CP21A_HUMAN	Desoxycorticosterone_byCYP21A2	CPI-CS012A5546C	CYP21A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.004	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Desmosterol_byDHCR7	CPI-CS086D3E39F	DHCR7	0.0	0.0	0.03	0.006	0.087	0.026	0.039	0.041	0.0	0.015	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.027	0.052	0.16	0.045	0.187	0.0	0.007	0.011	0.0	0.059	0.03	0.0	0.012	0.01	0.027	0.0	0.034	0.0	0.057	0.033	0.003	0.005
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Desmosterol_byDHCR7	CPI-CS0DC57DE37	DHCR7	0.0	0.0	0.03	0.006	0.087	0.026	0.039	0.041	0.0	0.015	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.027	0.052	0.16	0.045	0.187	0.0	0.007	0.011	0.0	0.059	0.03	0.0	0.012	0.01	0.027	0.0	0.034	0.0	0.057	0.033	0.003	0.005
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Cholesterol_byDHCR7	CPI-CS06C6527F4	DHCR7	0.0	0.0	0.03	0.006	0.087	0.026	0.039	0.041	0.0	0.015	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.027	0.052	0.16	0.045	0.187	0.0	0.007	0.011	0.0	0.059	0.03	0.0	0.012	0.01	0.027	0.0	0.034	0.0	0.057	0.033	0.003	0.005
DHCR7	Q9UBM7	True	DHCR7_HUMAN	Cholesterol_byDHCR7	CPI-CS0BEF10547	DHCR7	0.0	0.0	0.03	0.006	0.087	0.026	0.039	0.041	0.0	0.015	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.027	0.052	0.16	0.045	0.187	0.0	0.007	0.011	0.0	0.059	0.03	0.0	0.012	0.01	0.027	0.0	0.034	0.0	0.057	0.033	0.003	0.005
PTGR1	Q14914	True	PTGR1_HUMAN	12oxoLeukotrieneB4_byPTGR1	CPI-CS0A5B6BD7A	PTGR1	0.0	0.0	0.055	0.067	0.075	0.095	0.106	0.0	0.0	0.143	0.0	0.0	0.042	0.0	0.055	0.173	0.082	0.195	0.021	0.0	0.117	0.065	0.043	0.126	0.0	0.587	0.158	0.043	0.059	0.0	0.011	0.0	0.15	0.136	0.218	0.0	0.0	0.0	0.093	0.053	0.029	0.131
PTGR1	Q14914	True	PTGR1_HUMAN	12oxoLeukotrieneB4_byPTGR1	CPI-CS04A56D5BE	PTGR1	0.0	0.0	0.055	0.067	0.075	0.095	0.106	0.0	0.0	0.143	0.0	0.0	0.042	0.0	0.055	0.173	0.082	0.195	0.021	0.0	0.117	0.065	0.043	0.126	0.0	0.587	0.158	0.043	0.059	0.0	0.011	0.0	0.15	0.136	0.218	0.0	0.0	0.0	0.093	0.053	0.029	0.131
CYP11A1	P05108	True	CP11A_HUMAN	22Hydroxycholesterol_byCYP11A1	CPI-CS08D535BCF	CYP11A1	0.0	0.0	0.683	0.442	0.14	0.028	0.011	0.376	0.0	0.095	0.054	0.0	0.042	0.0	0.0	0.0	0.0	0.0	1.356	0.0	0.359	0.56	1.305	0.328	0.0	0.0	0.05	0.054	0.075	0.041	0.019	0.052	0.053	0.102	0.178	0.0	0.054	0.159	0.026	0.091	0.473	0.132
CYP11A1	P05108	True	CP11A_HUMAN	Pregnenolone_byCYP11A1	CPI-CS06A285DD6	CYP11A1	0.0	0.0	0.026	0.025	0.0	0.0	0.0	0.0	0.0	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.023	0.035	0.0	0.024	0.0	0.0	0.004	0.01	0.017	0.026	0.019	0.0	0.021	0.008	0.013	0.0	0.0	0.0	0.003	0.0	0.0	0.0
CYP3A4	P08684	True	CP3A4_HUMAN	22Hydroxycholesterol_byCYP3A4	CPI-CS01C347639	CYP3A4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DAGLA	Q9Y4D2	True	DGLA_HUMAN	2arachidonoylglycerol_byDAGLA	CPI-CS03629A52A	DAGLA	0.0	0.0	0.01	0.0	0.0	0.028	0.014	0.0	0.0	0.027	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.007	0.0	0.0	0.0	0.005	0.01	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.014
DAGLA	Q9Y4D2	True	DGLA_HUMAN	2arachidonoylglycerol_byDAGLA	CPI-CS0C6F86DF5	DAGLA	0.0	0.0	0.01	0.0	0.0	0.028	0.014	0.0	0.0	0.027	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.007	0.0	0.0	0.0	0.005	0.01	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.014
DAGLB	Q8NCG7	True	DGLB_HUMAN	2arachidonoylglycerol_byDAGLB	CPI-CS007D418BE	DAGLB	0.0	0.057	0.082	0.165	0.111	0.03	0.03	0.088	0.0	0.159	0.0	0.0	0.042	0.027	0.0	0.0	0.0	0.0	0.44	0.0	0.056	0.023	0.053	0.029	0.0	0.0	0.112	0.048	0.186	0.037	0.027	0.0	0.026	0.054	0.052	0.007	0.095	0.078	0.021	0.0	0.274	0.096
DAGLB	Q8NCG7	True	DGLB_HUMAN	2arachidonoylglycerol_byDAGLB	CPI-CS030959ED1	DAGLB	0.0	0.057	0.082	0.165	0.111	0.03	0.03	0.088	0.0	0.159	0.0	0.0	0.042	0.027	0.0	0.0	0.0	0.0	0.44	0.0	0.056	0.023	0.053	0.029	0.0	0.0	0.112	0.048	0.186	0.037	0.027	0.0	0.026	0.054	0.052	0.007	0.095	0.078	0.021	0.0	0.274	0.096
DHRS9	Q9BPW9	True	DHRS9_HUMAN	5alphaDihydroprogesterone_byDHRS9	CPI-CS072C12EF4	DHRS9	0.188	0.207	0.002	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.301	0.009	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.003	0.031	0.512	0.002	0.0	0.0	0.009	0.068	0.0	0.0	0.0	0.0	0.0	0.002	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.006
ALOX5	P09917	True	LOX5_HUMAN	5SHpETE_byALOX5	CPI-CS016CDFE07	ALOX5	0.0	0.119	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.183	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.031	0.197	0.238	0.0	0.062	0.0	0.0	0.007	0.0	0.024	0.0	0.0	0.0	0.0	0.006	0.006
ALOX5	P09917	True	LOX5_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	ALOX5	0.0	0.119	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.183	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.031	0.197	0.238	0.0	0.062	0.0	0.0	0.007	0.0	0.024	0.0	0.0	0.0	0.0	0.006	0.006
ALOX5	P09917	True	LOX5_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS01FC3CF4D	ALOX5	0.0	0.119	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.183	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.031	0.197	0.238	0.0	0.062	0.0	0.0	0.007	0.0	0.024	0.0	0.0	0.0	0.0	0.006	0.006
ALOX5	P09917	True	LOX5_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS00DCACEEE	ALOX5	0.0	0.119	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.183	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.031	0.197	0.238	0.0	0.062	0.0	0.0	0.007	0.0	0.024	0.0	0.0	0.0	0.0	0.006	0.006
ALOX5	P09917	True	LOX5_HUMAN	LipoxinA4_byALOX5	CPI-CS0FC36F030	ALOX5	0.0	0.119	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.183	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.031	0.197	0.238	0.0	0.062	0.0	0.0	0.007	0.0	0.024	0.0	0.0	0.0	0.0	0.006	0.006
ALOX5	P09917	True	LOX5_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	ALOX5	0.0	0.119	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.183	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.031	0.197	0.238	0.0	0.062	0.0	0.0	0.007	0.0	0.024	0.0	0.0	0.0	0.0	0.006	0.006
LTC4S	Q16873	True	LTC4S_HUMAN	5SHpETE_byALOX5	CPI-CS016CDFE07	LTC4S	0.0	0.119	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.183	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.031	0.197	0.238	0.0	0.062	0.0	0.0	0.007	0.0	0.024	0.0	0.0	0.0	0.0	0.006	0.006
LTC4S	Q16873	True	LTC4S_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	LTC4S	0.0	0.119	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.183	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.031	0.197	0.238	0.0	0.062	0.0	0.0	0.007	0.0	0.024	0.0	0.0	0.0	0.0	0.006	0.006
LTC4S	Q16873	True	LTC4S_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS01FC3CF4D	LTC4S	0.0	0.119	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.183	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.031	0.197	0.238	0.0	0.062	0.0	0.0	0.007	0.0	0.024	0.0	0.0	0.0	0.0	0.006	0.006
LTC4S	Q16873	True	LTC4S_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS00DCACEEE	LTC4S	0.0	0.119	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.183	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.031	0.197	0.238	0.0	0.062	0.0	0.0	0.007	0.0	0.024	0.0	0.0	0.0	0.0	0.006	0.006
LTC4S	Q16873	True	LTC4S_HUMAN	LipoxinA4_byALOX5	CPI-CS0FC36F030	LTC4S	0.0	0.119	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.183	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.031	0.197	0.238	0.0	0.062	0.0	0.0	0.007	0.0	0.024	0.0	0.0	0.0	0.0	0.006	0.006
LTC4S	Q16873	True	LTC4S_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	LTC4S	0.0	0.119	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.183	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.031	0.197	0.238	0.0	0.062	0.0	0.0	0.007	0.0	0.024	0.0	0.0	0.0	0.0	0.006	0.006
LTC4S	Q16873	True	LTC4S_HUMAN	LTC4_byLTC4S	CPI-CS0215886EA	LTC4S	0.0	0.126	0.004	0.0	0.0	0.098	0.122	0.0	1.386	0.293	0.228	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.056	0.061	0.01	0.022	0.06	0.0	0.0	0.048	0.197	0.313	0.097	0.12	0.0	0.007	0.012	0.002	0.032	0.0	0.0	0.021	0.02	0.006	0.038
LTC4S	Q16873	True	LTC4S_HUMAN	LTC4_byLTC4S	CPI-CS077A507B6	LTC4S	0.0	0.126	0.004	0.0	0.0	0.098	0.122	0.0	1.386	0.293	0.228	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.056	0.061	0.01	0.022	0.06	0.0	0.0	0.048	0.197	0.313	0.097	0.12	0.0	0.007	0.012	0.002	0.032	0.0	0.0	0.021	0.02	0.006	0.038
ALOX5AP	P20292	True	AL5AP_HUMAN	5SHpETE_byALOX5	CPI-CS016CDFE07	ALOX5AP	0.0	0.119	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.183	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.031	0.197	0.238	0.0	0.062	0.0	0.0	0.007	0.0	0.024	0.0	0.0	0.0	0.0	0.006	0.006
ALOX5AP	P20292	True	AL5AP_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	ALOX5AP	0.0	0.119	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.183	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.031	0.197	0.238	0.0	0.062	0.0	0.0	0.007	0.0	0.024	0.0	0.0	0.0	0.0	0.006	0.006
ALOX5AP	P20292	True	AL5AP_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS01FC3CF4D	ALOX5AP	0.0	0.119	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.183	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.031	0.197	0.238	0.0	0.062	0.0	0.0	0.007	0.0	0.024	0.0	0.0	0.0	0.0	0.006	0.006
ALOX5AP	P20292	True	AL5AP_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS00DCACEEE	ALOX5AP	0.0	0.119	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.183	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.031	0.197	0.238	0.0	0.062	0.0	0.0	0.007	0.0	0.024	0.0	0.0	0.0	0.0	0.006	0.006
ALOX5AP	P20292	True	AL5AP_HUMAN	LipoxinA4_byALOX5	CPI-CS0FC36F030	ALOX5AP	0.0	0.119	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.183	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.031	0.197	0.238	0.0	0.062	0.0	0.0	0.007	0.0	0.024	0.0	0.0	0.0	0.0	0.006	0.006
ALOX5AP	P20292	True	AL5AP_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	ALOX5AP	0.0	0.119	0.003	0.0	0.0	0.0	0.009	0.0	0.0	0.183	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.031	0.197	0.238	0.0	0.062	0.0	0.0	0.007	0.0	0.024	0.0	0.0	0.0	0.0	0.006	0.006
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS09DCE99A5	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS088613CD3	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS08ED696DC	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS063516AC0	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CC0253C0919	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CC05C1C7836	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS0C5C5E217	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC10A4	CPI-CS0F7CB92EE	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
